licence_ref,description,lcensee_name,trading_name,address_1,address_2,address_3,county
1005270,Marked Fuel Trader's Licence                                                                        ,ROADSTONE LTD,NA,CLASIS,OVENS,NA,CO. CORK
1005314,Marked Fuel Trader's Licence                                                                        ,ROADSTONE LTD,ROADSTONE LTD,CARRIGTWOHILL,NA,NA,CO. CORK
1005276,Marked Fuel Trader's Licence                                                                        ,ROADSTONE LTD,NA,CASTLEMORE,NA,NA,CO. CORK
1005313,Marked Fuel Trader's Licence                                                                        ,ROADSTONE  LTD,ROADSTONE  LTD,MALLOW,NA,NA,CO. CORK
1007823,Marked Fuel Trader's Licence                                                                        ,RLBL LTD,LEES CENTRA / TOPAZ,LIMERICK ROAD,CHARLEVILLE,NA,CO. CORK
1014189,Marked Fuel Trader's Licence                                                                        ,RANDS SUPERMARKET LIMITED,ROUNDHILL SERVICE STATION,ROUNDHILL,BANDON,NA,CO. CORK
1014222,Marked Fuel Trader's Licence                                                                        ,PETROGAS GROUP LTD,NA,BARRETTS SHOP,COPPEEN,ENNISKEANE,CO. CORK
1006127,Marked Fuel Trader's Licence                                                                        ,O'REILLY GARAGES BLACKPOOL LTD,O'REILLY GARAGES BLACKPOOL LTD,62 WATERCOURSE ROAD,BLACKPOOL,NA,CO. CORK
1013517,Marked Fuel Trader's Licence                                                                        ,O'MAHONY SPA GLEN LTD,DANO'S CENTRA,SPA GLEN,MALLOW,NA,CO. CORK
1004774,Marked Fuel Trader's Licence                                                                        ,O'KEEFFE'S (RATHMORE) LTD,O'KEEFFE'S MOURNABBEY OIL LTD,BOTTLEHILL,BURNFOOT,MALLOW,CO. CORK
1005669,Marked Fuel Trader's Licence                                                                        ,O'FARRELL OILS LIMITED,O'FARRELL OILS,CLOGHER,DUNMANAWAY,NA,CO. CORK
1009154,Marked Fuel Trader's Licence                                                                        ,O'BRIEN'S SERVICE STATION BISHOPSTOWN LIMITED,O'BRIEN'S SERVICE STATION BISHOPSTOWN LTD,ARDROSTIG,BANDON ROAD,BISHOPSTOWN,CO. CORK
1006375,Marked Fuel Trader's Licence                                                                        ,NATIONAL OIL RESERVES AGENCY LTD,NATIONAL OIL RESERVES AGENCY,PHILLIPS 66,WHITEGATE REFINERY,WHITEGATE,CO. CORK
1008995,Marked Fuel Trader's Licence                                                                        ,MURPHYS STORES (BEREHAVEN) LTD,MURPHYS SERVICE STATION,DERRYMIHIN EAST,CASTLETOWNBERE,NA,CO. CORK
1006476,Marked Fuel Trader's Licence                                                                        ,MICHAEL O'DONOVAN JNR,O'DTOOL'S,UNIT 1,CHURCH PLACE,RATHCORMAC,CO. CORK
1014497,Marked Fuel Trader's Licence                                                                        ,MICHAEL JOHN O'NEILL,O'NEILLS OIL,MUCKRIDGE,YOUGHAL,NA,CO. CORK
1005153,Marked Fuel Trader's Licence                                                                        ,MC GUCKIAN OILS LTD,NA,CARRIGTWOHILL INDUSTRIAL ESTATE,CARRIGTWOHILL,NA,CO. CORK
1014858,Marked Fuel Trader's Licence                                                                        ,MATSUE LTD,COSTCUTTER GRENAGH,GRENAGH COMMERCIAL CENTRE,GRENAGH,NA,CO. CORK
1005852,Marked Fuel Trader's Licence                                                                        ,MARY & NORALENE HARRINGTON,HARRINGTONS,ARDGROOM POST OFFICE,BEARA,NA,CO. CORK
1004528,Marked Fuel Trader's Licence                                                                        ,MARINA OIL DISTRIBUTORS LTD,MARINA OIL DISTRIBUTORS LTD,TIVOLI INDUSTRIAL ESTATE,TIVOLI,NA,CO. CORK
1006365,Marked Fuel Trader's Licence                                                                        ,MACS PLACE LTD,COSTCUTTERS,LIMERICK ROAD,MALLOW,NA,CO. CORK
1006450,Marked Fuel Trader's Licence                                                                        ,MAC'S PLACE LTD,MAC'S PLACE LTD,COSTCUTTER,BALLYHEA,NA,CO. CORK
1005317,Marked Fuel Trader's Licence                                                                        ,M&J KELLEHER LTD,M&J KELLEHER LTD,GORTNALICKA,CLONDROHID,MACROOM,CO. CORK
1006028,Marked Fuel Trader's Licence                                                                        ,M & J KELLEHER LTD,M+J KELLEHER LTD,CLONDROHID,MACROOM,NA,CO. CORK
1006166,Marked Fuel Trader's Licence                                                                        ,LISAVAIRD CO-OP CREAMERY LTD,LISAVAIRD CO-OP,TULLINEASKEY,CLONAKILTY,NA,CO. CORK
1004507,Marked Fuel Trader's Licence                                                                        ,LISAVAIRD CO OP CREAMERY LTD,LISAVAIRD CO-OP MANCH,LISBEALAD,DUNMANWAY,NA,CO. CORK
1009667,Marked Fuel Trader's Licence                                                                        ,LISAVAIRD CO OP CREAMERY LTD,LISAVAIRD CO-OPERATIVE CREAMERY LTD,REENASCREENA,ROSSCARBERY,NA,CO. CORK
1010605,Marked Fuel Trader's Licence                                                                        ,LIAM ROBINSON,NA,RIVER STREET,CLOYNE,NA,CO. CORK
1006188,Marked Fuel Trader's Licence                                                                        ,LIAM RING,GLENMORE STORES,GLENMORE,GLANMIRE,NA,CO. CORK
1005634,Marked Fuel Trader's Licence                                                                        ,LEE OIL (CORK) LTD,LEE OIL,MARINA COMMERCIAL PARK,CENTRE PARK ROAD,NA,CO. CORK
1006182,Marked Fuel Trader's Licence                                                                        ,KIERAN COTTER,GALA,BALTIMORE,NA,NA,CO. CORK
1004548,Marked Fuel Trader's Licence                                                                        ,KERRY PETROLEUM,KERRY PETROLEUM,GORTNACLOHY,SKIBBEREEN,NA,CO. CORK
1004510,Marked Fuel Trader's Licence                                                                        ,KERRY PETROLEUM,KERRY PETROLEUM,CLONAKILTY,NA,NA,CO. CORK
1005656,Marked Fuel Trader's Licence                                                                        ,KERRY AGRI BUSINESS TRADING LTD,KERRY AGRI,MILFORD,NA,NA,CO. CORK
1005662,Marked Fuel Trader's Licence                                                                        ,KERRY AGRI BUSINESS TRADING LTD,KERRY AGRI,FREEMOUNT,RATH LUIRK,NA,CO. CORK
1005631,Marked Fuel Trader's Licence                                                                        ,JOHN O'DONOVAN,NEWBERRY STORES MALLOW,NEWBERRY,MALLOW,NA,CO. CORK
1004513,Marked Fuel Trader's Licence                                                                        ,JOHN G O NEILL & CO LTD,JOHN G O NEILL & CO LTD,RAILWAY ROAD,CHARLEVILLE,NA,CO. CORK
1007407,Marked Fuel Trader's Licence                                                                        ,JOHN CROWLEY,CLONAKILTY SERVICE STATION,WESTERN ROAD,CLONAKILTY,NA,CO. CORK
1005645,Marked Fuel Trader's Licence                                                                        ,JEREMIAH O DONOVAN,CURRAGH OIL,CURRAGHCONWAY SOUTH,DOUGLAS,NA,CO. CORK
1005211,Marked Fuel Trader's Licence                                                                        ,JEREMIAH COLLINS,COLLINS FILLING STATION,MACROOM ROAD,MILLSTREET,NA,CO. CORK
1005190,Marked Fuel Trader's Licence                                                                        ,IVAN CAMIER,NA,MAIN STREET,BALLYDEHOB,NA,CO. CORK
1005548,Marked Fuel Trader's Licence                                                                        ,IRVING OIL WHITEGATE REFINERY LIMITED,NA,WHITEGATE,MIDLETON,NA,CO. CORK
1004933,Marked Fuel Trader's Licence                                                                        ,IMOKILLY OIL CO LTD,IMOKILLY OIL CO LTD,KNOCKGRIFFIN,MIDLETON,NA,CO. CORK
1004793,Marked Fuel Trader's Licence                                                                        ,HEGARTYS SERVICE STATION LTD,HEGARTY'S SERVICE STATION,MARKET STREET,SKIBBEREEN,NA,CO. CORK
1012053,Marked Fuel Trader's Licence                                                                        ,H2 LISTOWEL LIMITED,H2 LISTOWEL LIMITED,TEXACO/SPAR SERVICE STATION,CORK ROAD,FERMOY,CO. CORK
1005488,Marked Fuel Trader's Licence                                                                        ,GLANBIA FOODS IRELAND LTD,GLANBIA PLC,CASTLELYONS,FERMOY,NA,CO. CORK
1014889,Marked Fuel Trader's Licence                                                                        ,GATTWO LTD,NA,BEAL NA BLATH,CROOKSTOWN,NA,CO. CORK
1009856,Marked Fuel Trader's Licence                                                                        ,FITZGIBBON'S GARAGE LTD,FITZGIBBONS GARAGE LTD,KILLEAGH,NA,NA,CO. CORK
1006266,Marked Fuel Trader's Licence                                                                        ,FAST FISH OIL SUPPLIES LTD,FAST FISH OIL SUPPLIES LTD,CASTLE HOUSE,CASTLETOWNBERE,NA,CO. CORK
1008482,Marked Fuel Trader's Licence                                                                        ,EMO OIL LTD,GREAT GAS,LEE TUNNEL,LITTLE ISLAND,CORK EAST,CO. CORK
1013849,Marked Fuel Trader's Licence                                                                        ,EAST CORK OIL COMPANY UNLIMITED COMPANY,EAST CORK OIL COMPANY UNLIMITED COMPANY,BURGESS LOWER,KILLEAGH,NA,CO. CORK
1004679,Marked Fuel Trader's Licence                                                                        ,EAST CORK OIL CO LTD,EAST CORK OIL CO LTD,BROOMFIELD WEST,MIDLETON,NA,CO. CORK
1006498,Marked Fuel Trader's Licence                                                                        ,EAST CORK OIL CO LTD,SOUTH OF IRELAND PETROLEUM,CENTRE PARK ROAD,CORK,NA,CO. CORK
1006362,Marked Fuel Trader's Licence                                                                        ,EAST CORK OIL CO LTD,SOUTH OF IRELAND PETROLEUM LTD,MALLOW,NA,NA,CO. CORK
1006211,Marked Fuel Trader's Licence                                                                        ,DURORA LTD,JOHN TERRY O'SULLIVAN DAY/TODAY,ALLIHIES,BEARA,NA,CO. CORK
1004514,Marked Fuel Trader's Licence                                                                        ,DUNMANWAY OIL COMPANY LTD,DUNMANWAY OIL CO LTD,UNDERHILL,DUNMANWAY,NA,CO. CORK
1008069,Marked Fuel Trader's Licence                                                                        ,DRINAGH COOPERATIVE LTD,SAM KINGSTON FILLING STATION,DRINAGH,NA,NA,CO. CORK
1004334,Marked Fuel Trader's Licence                                                                        ,DRINAGH COOPERATIVE LTD,BIGGS FARM CENTRE,DUNBITTERN,BANTRY,NA,CO. CORK
1006830,Marked Fuel Trader's Licence                                                                        ,DRINAGH CO-OPERATIVE LIMITED,DRINAGH CO-OPERATIVE LIMITED - AUGHADOWN BRANCH,AUGHADOWN,SKIBBEREAN,NA,CO. CORK
1006828,Marked Fuel Trader's Licence                                                                        ,DRINAGH CO-OPERATIVE LIMITED,DRINAGH CO-OPERATIVE LIMITED - LOWERTOWN BRANCH,LOWERTOWN,SCHULL,NA,CO. CORK
1006827,Marked Fuel Trader's Licence                                                                        ,DRINAGH CO-OPERATIVE LIMITED,DRINAGH CO-OPERATIVE LIMITED - KILMEEN BRANCH,ROSSMORE,CLONAKILTY,NA,CO. CORK
1003889,Marked Fuel Trader's Licence                                                                        ,DAN DONOVAN & CO LTD,DAN DONOVAN & CO LTD,BALLYSHONIN,BERRINGS,NA,CO. CORK
1004382,Marked Fuel Trader's Licence                                                                        ,DAIRYGOLD CO-OPERATIVE SOCIETY LTD,DAIRYGOLD AGRI BUSINESS LIMITED,LOMBARDSTOWN,MALLOW,NA,CO. CORK
1007510,Marked Fuel Trader's Licence                                                                        ,DAIRYGOLD CO-OPERATIVE SOCIETY LIMITED,DAIRRYGOLD AGRI BUSINESS LIMITED,KILMONEY ROAD,CARRIGALINE,NA,CO. CORK
1004916,Marked Fuel Trader's Licence                                                                        ,D & G CONROY TRADING LTD,XPRESS STOP SERVICE STATION,FERMOY ROAD,MITCHELSTOWN,NA,CO. CORK
1007241,Marked Fuel Trader's Licence                                                                        ,CROWLEY OIL LTD,CROWLEY OIL LTD,DRISHEEN,SKIBBEREEN,NA,CO. CORK
1005949,Marked Fuel Trader's Licence                                                                        ,CROSSHAVEN BOAT YARD CO LTD,CROSSHAVEN BOAT YARD CO LTD,CROSSHAVEN,NA,NA,CO. CORK
1012082,Marked Fuel Trader's Licence                                                                        ,CORRIB OIL CO LTD,NA,LINK ROAD,BALLINCOLLIG,NA,CO. CORK
1007242,Marked Fuel Trader's Licence                                                                        ,CORMAC AND GERLADINE O'SULLIVAN,T/A O'SULLIVAN FOODSTORE,EYERIES VILLAGE,BEARA,NA,CO. CORK
1005643,Marked Fuel Trader's Licence                                                                        ,COMHAR CHUMMAN CHLÉIRE TEORANTA,COMHAR CHUMMAN CHLÉIRE TEORANTA,TRÁ CHIARÁN,OILEÁN CHLÉIRE,NA,CO. CORK
1007156,Marked Fuel Trader's Licence                                                                        ,COLEMANS MILLSTREET LTD,NA,MINOR ROW,MILLSTREET,NA,CO. CORK
1005445,Marked Fuel Trader's Licence                                                                        ,CK HOLDINGS LTD,CK HOLDINGS LTD,DINISH ISLAND,CASTLETOWNBERE,NA,CO. CORK
1004821,Marked Fuel Trader's Licence                                                                        ,CHRISTOPHER ROCHE,ROCHES GARAGE,CARRIGTWOHILL,NA,NA,CO. CORK
1006204,Marked Fuel Trader's Licence                                                                        ,CASTLETOWNBERE FISHERMANS CO-OP SOCIETY LTD,CASTLETOWNBERE FISHERMANS CO-OP SOCIETY LTD,DINISH ISLAND,CASTLETOWNBERE,NA,CO. CORK
1005373,Marked Fuel Trader's Licence                                                                        ,CARBERY OILS LTD,NA,COOLNACLEHY,SKIBREEN,NA,CO. CORK
1004894,Marked Fuel Trader's Licence                                                                        ,BYRNES & DILLON OIL CO. LTD,NA,KILBOLANE,MILFORD,CHARLEVILLE,CO. CORK
1009422,Marked Fuel Trader's Licence                                                                        ,BLARNEY OILS LIMITED,BLARNEY OILS LTD,MONARD,RATHPEACON,BLARNEY,CO. CORK
